stac_id,collect_id,datetime,start_datetime,end_datetime,center_lon,center_lat,platform,constellation,instrument_mode,frequency_band,center_frequency,polarizations,orbit_state,product_type,observation_direction,incidence_angle,azimuth,squint_angle,layover_angle,look_angle,resolution_range,resolution_azimuth,resolution_ground_range,pixel_spacing_range,pixel_spacing_azimuth,image_length,image_width,looks_range,looks_azimuth,orbital_plane,collection_type,super_classe,stac_browser_link
CAPELLA_C13_SP_GEO_HH_20250713074227_20250713074240,98c1f7df-a923-40ff-bb26-0fa0d36832bb,2025-07-13T07:42:33.799728Z,2025-07-13T07:42:27.376315Z,2025-07-13T07:42:40.223142Z,-155.28624247,19.421436305,capella-13,capella,spotlight,X,9.6,HH,descending,GEO,right,56.1,49.7,0.0,0.0,49.3,0.32,0.56,0.38,0.25,0.25,4980.802324905868,10062.45724598913,1,3,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-07/capella-open-data-2025-07-13/CAPELLA_C13_SP_GEO_HH_20250713074227_20250713074240/CAPELLA_C13_SP_GEO_HH_20250713074227_20250713074240.json
CAPELLA_C13_SP_GEO_HH_20251102121853_20251102121903,783bd741-a77f-4201-8c09-03b6ac46dd0d,2025-11-02T12:18:58.320075Z,2025-11-02T12:18:53.543857Z,2025-11-02T12:19:03.096294Z,-121.870859395,37.318553935,capella-13,capella,spotlight,X,9.6,HH,descending,GEO,right,36.6,38.4,0.0,-0.1,33.0,0.32,0.56,0.53,0.34,0.34,5010.810203740823,8191.212970635963,1,3,53,spotlight,urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-11/capella-open-data-2025-11-02/CAPELLA_C13_SP_GEO_HH_20251102121853_20251102121903/CAPELLA_C13_SP_GEO_HH_20251102121853_20251102121903.json
CAPELLA_C13_SP_GEO_HH_20250310190056_20250310190123,7545cd2e-8f80-4503-8a6a-f2c4e8484502,2025-03-10T19:01:10.255783Z,2025-03-10T19:00:57.054203Z,2025-03-10T19:01:23.457364Z,147.293846855,-42.986605985,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,right,24.9,320.8,-0.2,,22.6,0.32,0.56,0.75,0.42,0.42,5066.219229692547,4704.318534130822,1,9,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-03/capella-open-data-2025-03-10/CAPELLA_C13_SP_GEO_HH_20250310190056_20250310190123/CAPELLA_C13_SP_GEO_HH_20250310190056_20250310190123.json
CAPELLA_C13_SP_GEO_HH_20241113132634_20241113132642,12b56409-66c9-460f-8b85-47578a9ee28b,2024-11-13T13:26:38.327880Z,2024-11-13T13:26:33.921623Z,2024-11-13T13:26:42.734138Z,151.215330945,-33.85736755,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,right,26.7,312.7,-0.2,,24.2,0.32,0.56,0.71,0.41,0.41,5061.317153741775,5076.040684244103,1,3,53,spotlight,costa,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2024/capella-open-data-2024-11/capella-open-data-2024-11-13/CAPELLA_C13_SP_GEO_HH_20241113132634_20241113132642/CAPELLA_C13_SP_GEO_HH_20241113132634_20241113132642.json
CAPELLA_C13_SP_GEO_HH_20250505215030_20250505215039,0ff0b930-815d-4d31-b2cd-4fdfd31f99e6,2025-05-05T21:50:34.849895Z,2025-05-05T21:50:30.042670Z,2025-05-05T21:50:39.657120Z,-118.072904875,34.83300313,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,right,37.3,319.0,0.0,0.1,33.6,0.32,0.56,0.52,0.34,0.34,5011.29602393791,10008.407276979357,1,3,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-05/CAPELLA_C13_SP_GEO_HH_20250505215030_20250505215039/CAPELLA_C13_SP_GEO_HH_20250505215030_20250505215039.json
CAPELLA_C13_SP_GEO_HH_20251102153839_20251102153851,3e3721f7-f4e3-4e7d-9e40-60eb0995f983,2025-11-02T15:38:45.463188Z,2025-11-02T15:38:39.083908Z,2025-11-02T15:38:51.842469Z,-155.28623614,19.42144056,capella-13,capella,spotlight,X,9.6,HH,descending,GEO,right,55.8,49.7,0.0,0.0,49.1,0.32,0.56,0.38,0.25,0.25,4981.666133476508,10089.205414504951,1,3,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-11/capella-open-data-2025-11-02/CAPELLA_C13_SP_GEO_HH_20251102153839_20251102153851/CAPELLA_C13_SP_GEO_HH_20251102153839_20251102153851.json
CAPELLA_C13_SP_SLC_HH_20250508193043_20250508193052,065d7470-8a70-4f37-987a-b025718c74ad,2025-05-08T19:30:48.185473Z,2025-05-08T19:30:46.625495Z,2025-05-08T19:30:49.745451Z,-0.414957205,38.384557685,capella-13,capella,spotlight,X,9.6,HH,descending,SLC,right,34.7,37.4,0.0,-0.1,31.3,0.22,0.44,0.39,0.36,0.41,5013.278571537346,5120.499352486817,1,1,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-08/CAPELLA_C13_SP_SLC_HH_20250508193043_20250508193052/CAPELLA_C13_SP_SLC_HH_20250508193043_20250508193052.json
CAPELLA_C13_SP_GEO_HH_20250121150232_20250121150241,c6a1b676-8716-4e25-9e72-dbbffba400dc,2025-01-21T15:02:36.638936Z,2025-01-21T15:02:32.166186Z,2025-01-21T15:02:41.111687Z,122.23603427,-21.754616225,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,left,29.3,128.6,-0.2,,26.5,0.32,0.56,0.65,0.41,0.41,5029.693544421626,5071.722388339806,1,3,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-01/capella-open-data-2025-01-21/CAPELLA_C13_SP_GEO_HH_20250121150232_20250121150241/CAPELLA_C13_SP_GEO_HH_20250121150232_20250121150241.json
CAPELLA_C09_SP_SLC_HH_20231029170003_20231029170032,633b86ad-1d08-46e9-97da-f6c9ec20be43,2023-10-29T17:00:18.000399Z,2023-10-29T17:00:16.419659Z,2023-10-29T17:00:19.581140Z,118.770701475,-23.18428535,capella-9,capella,spotlight,X,9.65,HH,descending,SLC,left,39.9,217.5,0.0,,36.0,0.27,0.44,0.41,0.38,0.41,5017.302460364216,5099.698092399007,1,1,45,spotlight_legacy,urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2023/capella-open-data-2023-10/capella-open-data-2023-10-29/CAPELLA_C09_SP_SLC_HH_20231029170003_20231029170032/CAPELLA_C09_SP_SLC_HH_20231029170003_20231029170032.json
CAPELLA_C13_SP_GEO_HH_20250818085926_20250818085938,d2072f8f-fdf0-4666-b41d-eded637d6f9f,2025-08-18T08:59:32.136858Z,2025-08-18T08:59:26.193578Z,2025-08-18T08:59:38.080139Z,-155.28690061999998,19.421037985,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,left,52.1,124.2,0.0,0.0,46.1,0.32,0.56,0.4,0.26,0.26,5043.420008959796,10214.648226689293,1,3,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-08/capella-open-data-2025-08-18/CAPELLA_C13_SP_GEO_HH_20250818085926_20250818085938/CAPELLA_C13_SP_GEO_HH_20250818085926_20250818085938.json
CAPELLA_C13_SP_GEO_HH_20250808120600_20250808120609,2e859d11-5808-4b9e-baef-afd6b02eee1b,2025-08-08T12:06:04.903795Z,2025-08-08T12:06:00.095900Z,2025-08-08T12:06:09.711691Z,-118.072904905,34.833003160000004,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,right,37.3,318.9,0.0,0.1,33.6,0.32,0.56,0.52,0.34,0.34,5011.26275942551,10009.391572562496,1,3,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-08/capella-open-data-2025-08-08/CAPELLA_C13_SP_GEO_HH_20250808120600_20250808120609/CAPELLA_C13_SP_GEO_HH_20250808120600_20250808120609.json
CAPELLA_C13_SP_SLC_HH_20250122205206_20250122205218,bd360ce7-2c78-4932-85cd-826fa3b3e934,2025-01-22T20:52:12.793576Z,2025-01-22T20:52:06.386663Z,2025-01-22T20:52:19.200490Z,-155.28687058,19.42092745,capella-13,capella,spotlight,X,9.6,HH,descending,SLC,right,55.9,49.8,-0.2,,49.1,0.22,0.15,0.27,0.25,0.14,5020.816526349488,9999.643762987203,1,1,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-01/capella-open-data-2025-01-22/CAPELLA_C13_SP_SLC_HH_20250122205206_20250122205218/CAPELLA_C13_SP_SLC_HH_20250122205206_20250122205218.json
CAPELLA_C13_SP_GEO_HH_20241226003159_20241226003202,967e50d6-9b11-4896-bb22-0c9fc63edb97,2024-12-26T00:32:00.722406Z,2024-12-26T00:31:59.232624Z,2024-12-26T00:32:02.212189Z,122.23588069,-21.7545053,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,left,29.3,128.5,-0.2,,26.5,0.32,1.67,0.65,0.42,0.42,5028.336598006702,5076.536248459373,1,3,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2024/capella-open-data-2024-12/capella-open-data-2024-12-26/CAPELLA_C13_SP_GEO_HH_20241226003159_20241226003202/CAPELLA_C13_SP_GEO_HH_20241226003159_20241226003202.json
CAPELLA_C13_SP_GEO_HH_20250919212329_20250919212341,39cfc33b-42a4-4069-b020-a8cd7dfedc8a,2025-09-19T21:23:35.922479Z,2025-09-19T21:23:29.976504Z,2025-09-19T21:23:41.868455Z,-155.28693121,19.421054875000003,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,left,52.1,124.2,0.0,0.0,46.1,0.32,0.56,0.4,0.26,0.26,5042.993315059464,10213.898773823705,1,3,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-09/capella-open-data-2025-09-19/CAPELLA_C13_SP_GEO_HH_20250919212329_20250919212341/CAPELLA_C13_SP_GEO_HH_20250919212329_20250919212341.json
CAPELLA_C14_SP_SLC_HH_20250213211740_20250213211750,71690c26-d5d3-46c0-8c6a-44b6770c51e2,2025-02-13T21:17:45.264097Z,2025-02-13T21:17:40.241775Z,2025-02-13T21:17:50.286419Z,-155.270095175,19.4084858,capella-14,capella,spotlight,X,9.6,HH,ascending,SLC,right,43.2,318.2,0.0,,38.8,0.22,0.15,0.33,0.31,0.14,5010.976734526917,4999.56298238996,1,1,45,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-02/capella-open-data-2025-02-13/CAPELLA_C14_SP_SLC_HH_20250213211740_20250213211750/CAPELLA_C14_SP_SLC_HH_20250213211740_20250213211750.json
CAPELLA_C13_SP_SLC_HH_20241217232356_20241217232406,b88a8f1b-a7a5-450d-8387-051920fa9d8d,2024-12-17T23:24:01.623467Z,2024-12-17T23:23:56.826846Z,2024-12-17T23:24:06.420089Z,-118.07251176,34.83275201,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,right,37.3,318.9,0.1,,33.6,0.22,0.15,0.37,0.34,0.14,5020.248485430835,9999.698436378929,1,1,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2024/capella-open-data-2024-12/capella-open-data-2024-12-17/CAPELLA_C13_SP_SLC_HH_20241217232356_20241217232406/CAPELLA_C13_SP_SLC_HH_20241217232356_20241217232406.json
CAPELLA_C10_SP_SLC_HH_20231121074344_20231121074415,0684ed85-66af-48f8-a282-d8158d51a8f6,2023-11-21T07:44:00.177281Z,2023-11-21T07:43:58.458699Z,2023-11-21T07:44:01.895863Z,118.770758185,-23.18422316,capella-10,capella,spotlight,X,9.65,HH,descending,SLC,left,45.2,216.7,0.0,,40.5,0.27,0.44,0.37,0.34,0.41,5007.039128949307,5141.595447182255,1,1,45,spotlight_legacy,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2023/capella-open-data-2023-11/capella-open-data-2023-11-21/CAPELLA_C10_SP_SLC_HH_20231121074344_20231121074415/CAPELLA_C10_SP_SLC_HH_20231121074344_20231121074415.json
CAPELLA_C13_SP_SLC_HH_20250227220814_20250227220850,e4762c32-d370-4d63-9601-374dd5420632,2025-02-27T22:08:32.456212Z,2025-02-27T22:08:14.302662Z,2025-02-27T22:08:50.609762Z,-155.28691664000002,19.421081955,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,left,52.5,123.9,0.0,,46.4,0.26,0.05,0.32,0.3,0.05,5021.410126619101,9999.79969667388,1,1,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-02/capella-open-data-2025-02-27/CAPELLA_C13_SP_SLC_HH_20250227220814_20250227220850/CAPELLA_C13_SP_SLC_HH_20250227220814_20250227220850.json
CAPELLA_C10_SP_GEO_HH_20240528233424_20240528233451,c506681a-71ba-4aa2-af34-44a3db00c83c,2024-05-28T23:34:37.409632Z,2024-05-28T23:34:24.075677Z,2024-05-28T23:34:50.743587Z,136.83451243000002,-30.429864675,capella-10,capella,spotlight,X,9.65,HH,descending,GEO,left,35.2,211.3,0.0,,32.0,0.38,0.56,0.66,0.35,0.35,5018.932417594131,5120.521014543602,1,9,45,spotlight_legacy,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2024/capella-open-data-2024-05/capella-open-data-2024-05-28/CAPELLA_C10_SP_GEO_HH_20240528233424_20240528233451/CAPELLA_C10_SP_GEO_HH_20240528233424_20240528233451.json
CAPELLA_C09_SP_SLC_HH_20230629195701_20230629195731,39e1918e-23d1-4efe-80e5-35ed66b32519,2023-06-29T19:57:16.645652Z,2023-06-29T19:57:15.001342Z,2023-06-29T19:57:18.289963Z,118.770713505,-23.184272885,capella-9,capella,spotlight,X,9.65,HH,descending,SLC,left,41.0,217.6,0.0,,36.9,0.27,0.44,0.4,0.37,0.41,5013.777237877668,5087.432414936515,1,1,45,spotlight_legacy,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2023/capella-open-data-2023-06/capella-open-data-2023-06-29/CAPELLA_C09_SP_SLC_HH_20230629195701_20230629195731/CAPELLA_C09_SP_SLC_HH_20230629195701_20230629195731.json
CAPELLA_C09_SP_SLC_HH_20240209051832_20240209051906,d552838b-6fad-43f7-b8a5-f10be5f799c3,2024-02-09T05:18:49.266269Z,2024-02-09T05:18:47.393041Z,2024-02-09T05:18:51.139498Z,132.91136471,-12.68421773,capella-9,capella,spotlight,X,9.65,HH,ascending,SLC,left,52.3,136.8,0.0,,46.6,0.27,0.44,0.33,0.31,0.41,5004.41785269842,5069.875551324866,1,1,45,spotlight_legacy,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2024/capella-open-data-2024-02/capella-open-data-2024-02-09/CAPELLA_C09_SP_SLC_HH_20240209051832_20240209051906/CAPELLA_C09_SP_SLC_HH_20240209051832_20240209051906.json
CAPELLA_C13_SP_GEO_HH_20250503014653_20250503014733,dfaf2b30-970d-4b60-bb1f-5a1a14dac7d8,2025-05-03T01:47:13.250010Z,2025-05-03T01:46:53.507550Z,2025-05-03T01:47:32.992471Z,148.84801781,-23.49222987,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,right,51.0,305.5,0.0,-0.2,45.1,0.32,0.28,0.41,0.2,0.2,5047.830842263053,5118.44307234742,1,5,53,spotlight_ultra,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-03/CAPELLA_C13_SP_GEO_HH_20250503014653_20250503014733/CAPELLA_C13_SP_GEO_HH_20250503014653_20250503014733.json
CAPELLA_C09_SP_SLC_HH_20240504093925_20240504093954,b09b2d23-8924-4af5-b24f-72d0378711e2,2024-05-04T09:39:40.022429Z,2024-05-04T09:39:25.725946Z,2024-05-04T09:39:54.318913Z,136.83457922000002,-30.429832195,capella-9,capella,spotlight,X,9.65,HH,descending,SLC,left,42.9,209.8,0.0,,38.8,0.32,0.05,0.47,0.44,0.05,5011.698925106226,5000.014881861072,1,1,45,spotlight_legacy,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2024/capella-open-data-2024-05/capella-open-data-2024-05-04/CAPELLA_C09_SP_SLC_HH_20240504093925_20240504093954/CAPELLA_C09_SP_SLC_HH_20240504093925_20240504093954.json
CAPELLA_C13_SP_GEO_HH_20250625104222_20250625104231,d7212217-8e79-4151-82bd-d06defbfafeb,2025-06-25T10:42:26.825787Z,2025-06-25T10:42:22.039946Z,2025-06-25T10:42:31.611629Z,-121.87085739,37.31855288,capella-13,capella,spotlight,X,9.6,HH,descending,GEO,right,36.8,38.4,0.0,-0.1,33.1,0.32,0.56,0.53,0.34,0.34,5010.452227909647,8154.011118353587,1,3,53,spotlight,urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-06/capella-open-data-2025-06-25/CAPELLA_C13_SP_GEO_HH_20250625104222_20250625104231/CAPELLA_C13_SP_GEO_HH_20250625104222_20250625104231.json
CAPELLA_C14_SP_GEO_HH_20240617075329_20240617075357,484e249c-c532-412d-b36d-67ede04db455,2024-06-17T07:53:43.370930Z,2024-06-17T07:53:29.057880Z,2024-06-17T07:53:57.683981Z,-155.28650972,19.404751145,capella-14,capella,spotlight,X,9.65,HH,descending,GEO,right,37.5,43.2,0.0,,33.8,0.38,0.56,0.62,0.35,0.35,5023.161530904386,4887.35860020092,1,9,45,spotlight_legacy,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2024/capella-open-data-2024-06/capella-open-data-2024-06-17/CAPELLA_C14_SP_GEO_HH_20240617075329_20240617075357/CAPELLA_C14_SP_GEO_HH_20240617075329_20240617075357.json
CAPELLA_C13_SP_SLC_HH_20250719021629_20250719021639,b461bd9b-90fb-493d-8828-7d6c5e7494ea,2025-07-19T02:16:34.056665Z,2025-07-19T02:16:32.466033Z,2025-07-19T02:16:35.647298Z,-121.870480565,37.318882935000005,capella-13,capella,spotlight,X,9.6,HH,descending,SLC,right,36.5,38.4,0.0,-0.1,32.9,0.22,0.44,0.37,0.34,0.41,5010.465649775922,8175.187053175454,1,1,53,spotlight,urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-07/capella-open-data-2025-07-19/CAPELLA_C13_SP_SLC_HH_20250719021629_20250719021639/CAPELLA_C13_SP_SLC_HH_20250719021629_20250719021639.json
CAPELLA_C13_SP_SLC_HH_20250802210004_20250802210014,149a2ff4-e491-4d39-97a5-ae6da43a2c3a,2025-08-02T21:00:09.504450Z,2025-08-02T21:00:07.912282Z,2025-08-02T21:00:11.096619Z,-121.87048081,37.318880425,capella-13,capella,spotlight,X,9.6,HH,descending,SLC,right,36.6,38.4,0.0,-0.1,33.0,0.22,0.44,0.37,0.34,0.41,5010.647413088902,8159.8727733525075,1,1,53,spotlight,urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-08/capella-open-data-2025-08-02/CAPELLA_C13_SP_SLC_HH_20250802210004_20250802210014/CAPELLA_C13_SP_SLC_HH_20250802210004_20250802210014.json
CAPELLA_C13_SP_GEO_HH_20250707094841_20250707094854,eae2a942-5e40-4375-a504-4b02a1b00568,2025-07-07T09:48:47.605218Z,2025-07-07T09:48:41.153490Z,2025-07-07T09:48:54.056947Z,-155.28626811499998,19.42141618,capella-13,capella,spotlight,X,9.6,HH,descending,GEO,right,56.3,49.6,0.0,0.0,49.5,0.32,0.56,0.38,0.24,0.24,4979.976503216163,10034.854904273065,1,3,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-07/capella-open-data-2025-07-07/CAPELLA_C13_SP_GEO_HH_20250707094841_20250707094854/CAPELLA_C13_SP_GEO_HH_20250707094841_20250707094854.json
CAPELLA_C13_SP_GEO_HH_20241123120750_20241123120759,37ad514c-8cbd-4753-a1e8-290b11ee9df1,2024-11-23T12:07:54.541459Z,2024-11-23T12:07:50.068290Z,2024-11-23T12:07:59.014629Z,122.235884315,-21.7545009,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,left,29.3,127.9,-0.2,,26.5,0.32,0.56,0.65,0.41,0.41,5029.621118585067,5074.520565120742,1,3,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2024/capella-open-data-2024-11/capella-open-data-2024-11-23/CAPELLA_C13_SP_GEO_HH_20241123120750_20241123120759/CAPELLA_C13_SP_GEO_HH_20241123120750_20241123120759.json
CAPELLA_C10_SP_GEO_HH_20230918102402_20230918102433,c44d072f-c921-4992-bb23-1a3fb789cb87,2023-09-18T10:24:17.878898Z,2023-09-18T10:24:02.554485Z,2023-09-18T10:24:33.203312Z,118.77040498,-23.184653235,capella-10,capella,spotlight,X,9.65,HH,descending,GEO,left,44.4,217.1,0.0,,39.8,0.38,0.56,0.54,0.35,0.35,5008.439545097146,5084.917074458841,1,9,45,spotlight_legacy,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2023/capella-open-data-2023-09/capella-open-data-2023-09-18/CAPELLA_C10_SP_GEO_HH_20230918102402_20230918102433/CAPELLA_C10_SP_GEO_HH_20230918102402_20230918102433.json
CAPELLA_C13_SP_SLC_HH_20250610155855_20250610155904,9915e97c-7180-4480-808e-bbf27c8bcd9f,2025-06-10T15:58:59.908791Z,2025-06-10T15:58:58.317645Z,2025-06-10T15:59:01.499938Z,-121.870883685,37.31847293,capella-13,capella,spotlight,X,9.6,HH,descending,SLC,right,36.6,38.4,0.0,-0.1,33.0,0.22,0.44,0.37,0.34,0.41,5010.696789156573,8170.16082751031,1,1,53,spotlight,urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-06/capella-open-data-2025-06-10/CAPELLA_C13_SP_SLC_HH_20250610155855_20250610155904/CAPELLA_C13_SP_SLC_HH_20250610155855_20250610155904.json
CAPELLA_C10_SP_GEO_HH_20240711101030_20240711101104,5ef6b959-819a-4709-a18d-8056c3efbc98,2024-07-11T10:10:47.494901Z,2024-07-11T10:10:30.246004Z,2024-07-11T10:11:04.743798Z,-121.51628013,39.535097935,capella-10,capella,spotlight,X,9.65,HH,ascending,GEO,left,54.7,146.6,0.0,,48.7,0.38,0.56,0.47,0.3,0.3,5065.088678142192,5078.690239448608,1,9,45,spotlight_legacy,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2024/capella-open-data-2024-07/capella-open-data-2024-07-11/CAPELLA_C10_SP_GEO_HH_20240711101030_20240711101104/CAPELLA_C10_SP_GEO_HH_20240711101030_20240711101104.json
CAPELLA_C13_SP_GEO_HH_20250508010500_20250508010509,50191462-79d0-4bc1-a243-c0667f09c670,2025-05-08T01:05:05.118335Z,2025-05-08T01:05:00.645629Z,2025-05-08T01:05:09.591042Z,122.235884355,-21.75450111,capella-13,capella,spotlight,X,9.6,HH,ascending,GEO,left,29.2,128.8,0.0,-0.2,26.5,0.32,0.56,0.65,0.41,0.41,5029.802067729666,5077.598237357661,1,3,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-05/capella-open-data-2025-05-08/CAPELLA_C13_SP_GEO_HH_20250508010500_20250508010509/CAPELLA_C13_SP_GEO_HH_20250508010500_20250508010509.json
CAPELLA_C13_SP_SLC_HH_20250623050121_20250623050132,95a89fb3-1583-4041-92c9-a9e3ed7e2ae2,2025-06-23T05:01:26.984526Z,2025-06-23T05:01:24.999437Z,2025-06-23T05:01:28.969615Z,-155.286160505,19.420568225,capella-13,capella,spotlight,X,9.6,HH,ascending,SLC,left,52.2,124.1,0.0,0.0,46.2,0.22,0.44,0.28,0.26,0.41,5042.180885337652,10346.020269592922,1,1,53,spotlight,nao_urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-06/capella-open-data-2025-06-23/CAPELLA_C13_SP_SLC_HH_20250623050121_20250623050132/CAPELLA_C13_SP_SLC_HH_20250623050121_20250623050132.json
CAPELLA_C09_SP_GEO_HH_20240207222636_20240207222704,1852da68-ec0f-4d3b-a624-96531ff0effe,2024-02-07T22:26:50.502019Z,2024-02-07T22:26:36.708852Z,2024-02-07T22:27:04.295187Z,118.7707255,-23.18401566,capella-9,capella,spotlight,X,9.65,HH,descending,GEO,left,37.3,218.0,0.0,,33.8,0.38,0.56,0.63,0.35,0.35,5022.164115164112,5023.324683293569,1,9,45,spotlight_legacy,urbano,https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2024/capella-open-data-2024-02/capella-open-data-2024-02-07/CAPELLA_C09_SP_GEO_HH_20240207222636_20240207222704/CAPELLA_C09_SP_GEO_HH_20240207222636_20240207222704.json
